speaker,text,act,conv_id,topic,topic_ldaconv,topic_ldautt
1,Sounders Vs Red Bulls at CenturyLink Field is on the day after tomorrow.,4,1158,-1,-1,-1
0,And can you tell me again when it starts and what the address is?,5,1158,-1,-1,-1
1,It starts at 7:30 pm and the address is 800 Occidental Avenue South.,6,1158,-1,-1,-1
0,"Okay, sounds good. Please get me tickets.",10,1158,-1,-1,-1
1,How many tickets do you want.,2,1158,-1,-1,-1
0,3 tickets please.,3,1158,-1,-1,-1
1,"Just to make sure, you want 3 tickets for the Sounders Vs Red Bulls in Seattle for the day after tomorrow?",11,1158,-1,-1,-1
0,"Yeah, that's right.",20,1158,-1,-1,-1
1,"Okay, I've purchased the tickets.",21,1158,-1,-1,-1
0,Thanks a lot for helping me.,22,1158,-1,-1,-1
1,Would you like me to do anything else?,23,1158,-1,-1,-1
0,"No, thanks again.",24,1158,-1,-1,-1
1,"Alright, have a terrific day.",15,1158,-1,-1,-1
0,Can you help me find dates for events?,1,430,-1,-1,-1
1,"Yes, what city should I look in?",2,430,-1,-1,-1
0,Look for events in SD.,3,430,-1,-1,-1
1,Any specific event you're looking for?,2,430,-1,-1,-1
0,"Actually, look for stuff in New York. What about Laura Osnes?",3,430,-1,-1,-1
1,"Laura Osnes is performing at Sony Hall on 6 days, including today.",9,430,-1,-1,-1
0,When does it start?,5,430,-1,-1,-1
1,It's at 7:30 pm.,6,430,-1,-1,-1
0,Where at?,5,430,-1,-1,-1
1,The venue is at 235 West 46th Street.,6,430,-1,-1,-1
0,"Sounds good, let's buy tickets.",10,430,-1,-1,-1
1,How many tickets do you want?,2,430,-1,-1,-1
0,Buy 3 tickets.,3,430,-1,-1,-1
1,Can you confirm that you'd like 3 tickets to today's Laura Osnes show in New York?,11,430,-1,-1,-1
0,"Yes, that's right.",20,430,-1,-1,-1
1,I've confirmed your reservation.,21,430,-1,-1,-1
0,"Thanks, that's all I need.",14,430,-1,-1,-1
1,Have a good day.,15,430,-1,-1,-1
0,I want to find a place to eat.,1,152,-1,-1,-1
1,"What city are you looking for? What kind of food? Mexican, Indian, etc.",2,152,-1,-1,-1
0,I want to find Asian Fusion in San Francisco.,3,152,-1,-1,-1
1,There is a nice restaurant called 8 Immortals Restaurant in San Francisco.,4,152,-1,-1,-1
0,Is liquor served?,5,152,-1,-1,-1
1,"No, alcohol is not served.",6,152,-1,-1,-1
0,Are there any other restaurants?,7,152,-1,-1,-1
1,Bai Thong Thai is a restaurant in San Francisco.,4,152,-1,-1,-1
0,What is the address and phone number?,5,152,-1,-1,-1
1,The address is 298 Gough Street and the phone number is 415-863-9335.,6,152,-1,-1,-1
0,"Yes, sounds good.",16,152,-1,-1,-1
1,Did you want to make a reservation?,17,152,-1,-1,-1
0,"Yes, make a reservation, please.",29,152,-1,-1,-1
1,What time do you want to make the reservation for?,2,152,-1,-1,-1
0,Make it for 7:30 pm.,3,152,-1,-1,-1
1,Please confirm: A table for 2 at Bai Thong Thai in San Francisco today at 7:30 pm.,11,152,-1,-1,-1
0,"Yes, that sounds great.",20,152,-1,-1,-1
1,"Sorry, your reservation was unsuccessful. Anything else I can help with?",26,152,-1,-1,-1
0,Try again for a reservation at 18:00.,27,152,-1,-1,-1
1,Please confirm: A table for 2 at Bai Thong Thai in San Francisco today at 6 pm.,11,152,-1,-1,-1
0,"Yes, sounds great. Do they serve liquor at the restaurant?",12,152,-1,-1,-1
1,"They do not serve alcohol, unfortunately. Your reservation was successfully made.",13,152,-1,-1,-1
0,Thanks so much.,22,152,-1,-1,-1
1,Anything else I can do for you?,23,152,-1,-1,-1
0,No. That will be all.,24,152,-1,-1,-1
1,Have a great day.,15,152,-1,-1,-1
0,I'd like to watch a movie right now.,1,254,-1,-1,-1
1,Is there any movie you have in mind?,2,254,-1,-1,-1
0,There's a movie called Family. I want to watch that.,3,254,-1,-1,-1
1,"To be clear, you want to watch Family without subtitles?",11,254,-1,-1,-1
0,"Yes, that'd be great.",20,254,-1,-1,-1
1,I'm hitting play on the movie now,21,254,-1,-1,-1
0,Thanks. I don't need anything else.,14,254,-1,-1,-1
1,Enjoy your movie.,15,254,-1,-1,-1
0,I am looking for a place to eat. I don't have a price preference.,27,85,-1,-1,-1
1,What city should I search in?,2,85,-1,-1,-1
0,Show me places to eat in San Francisco. I am looking for something afforadable priced.,3,85,-1,-1,-1
1,What kind of food would you like to eat.,2,85,-1,-1,-1
0,Some Pizza and Pasta would be perfect.,3,85,-1,-1,-1
1,I found 10 restaurants that serve pizza and pasta. 54 Mint Ristorante Italiano is a nice restaurant located in San Francisco.,9,85,-1,-1,-1
0,"Yes, that works for me.",16,85,-1,-1,-1
1,Would you like to reserve a table?,17,85,-1,-1,-1
0,"Yes, I would like to make a reservation. Make a reservation for Sunday this week for 4 people.",18,85,-1,-1,-1
1,What time is the reservation for?,2,85,-1,-1,-1
0,Mate it at 17:30.,3,85,-1,-1,-1
1,"Please confirm the following details: You are booking a table at 54 Mint Ristorante Italiano, the city is San Francisco, the reservation is at 5:30 pm, the date is the day after tomorrow, and the reservation is for 4 people.",11,85,-1,-1,-1
0,"No, I want it on Thursday next week.",19,85,-1,-1,-1
1,"Please confirm these updated details: The date is next Thursday, and the reservation is for 4 people.",11,85,-1,-1,-1
0,No make it at 19:30 and make the reservation for five poeple.,19,85,-1,-1,-1
1,Please confirm the updated details: the reservation is at 7:30 pm and it is for 5 people.,11,85,-1,-1,-1
0,Yes that works for me. Do they have live music.,12,85,-1,-1,-1
1,Your reservation is successful. They do not have live music.,13,85,-1,-1,-1
0,Do they serve liquor? What is the address of the restaurant.,5,85,-1,-1,-1
1,They serve alcohol. Their address is 16 Mint Plaza.,6,85,-1,-1,-1
0,Thank you very much!,22,85,-1,-1,-1
1,Can I help you with anything else?,23,85,-1,-1,-1
0,No. Thank you very much.,24,85,-1,-1,-1
1,Have a good day.,15,85,-1,-1,-1
0,I'm looking for some good songs in the Golden Hour album.,27,593,-1,-1,-1
1,There are 4 good songs in the Golden Hour album by Kacey Musgraves. What do you think about the song Butterflies?,9,593,-1,-1,-1
0,I enjoy listening to Kacey Musgraves's songs. Are there any other good songs on the album?,8,593,-1,-1,-1
1,There are 3 more good songs in the Golden Hour album by Kacey Musgraves. What do you think about the song High Horse?,9,593,-1,-1,-1
0,What other songs would you recommend?,7,593,-1,-1,-1
1,Another good song is Slow Burn by Kacey Musgraves in the album Golden Hour.,4,593,-1,-1,-1
0,What's the genre of this song?,5,593,-1,-1,-1
1,The genre for the song is Country.,6,593,-1,-1,-1
0,That's good to know.,16,593,-1,-1,-1
1,Would you like to play the music now?,17,593,-1,-1,-1
0,"Yes, please.",29,593,-1,-1,-1
1,Please confirm that you would like to play Slow Burn on the TV.,11,593,-1,-1,-1
0,"Yes, I would like to play Slow Burn on the TV.",20,593,-1,-1,-1
1,Slow Burn is now playing on the TV.,21,593,-1,-1,-1
0,Thank you very much.,22,593,-1,-1,-1
1,Is there anything else I can help you with?,23,593,-1,-1,-1
0,"I'm okay for now, thank you.",24,593,-1,-1,-1
1,I hope you have a good day.,15,593,-1,-1,-1
0,"I'm hungry, help me find some average priced grub",27,192,-1,-1,-1
1,Where are you looking to eat?,2,192,-1,-1,-1
0,Somewhere in San Leandro,3,192,-1,-1,-1
1,Are you looking for any kind of cuisine? Chinese? Maybe American?,2,192,-1,-1,-1
0,Actually I think I want some Persian food,3,192,-1,-1,-1
1,There's a great Persian place in San Leandro called Moussaka Mediterranean Kitchen,4,192,-1,-1,-1
0,Yes that works for me!,16,192,-1,-1,-1
1,Would you like to reserve a seat?,17,192,-1,-1,-1
0,Yes please do,29,192,-1,-1,-1
1,What time do you plan on stopping by?,2,192,-1,-1,-1
0,"Lunch time, twelve in the afternoon",3,192,-1,-1,-1
1,Making sure you need a table for 2 today at Moussaka Mediterranean Kitchen in San Leandro 12 pm right?,11,192,-1,-1,-1
0,Make it for four people instead,19,192,-1,-1,-1
1,Ok so a table for 4 at Moussaka Mediterranean Kitchen yes?,11,192,-1,-1,-1
0,Yes that's good. Is there live music there? And where are they located?,12,192,-1,-1,-1
1,"Sorry I actually wasn't able to book that, can I do something else?",26,192,-1,-1,-1
0,"Try to book again, but just for one, and make it dinner time at 7:30 pm",27,192,-1,-1,-1
1,OK I'll try to book for 1 today at 7:30 pm at the Moussaka Mediterranean Kitchen in San Leandro,11,192,-1,-1,-1
0,"Yes, please do",20,192,-1,-1,-1
1,I was able to book it!,21,192,-1,-1,-1
0,"Great, that's it for now",14,192,-1,-1,-1
1,"Gotcha, take it easy!",15,192,-1,-1,-1
0,"I like to go to some events, can you search for some nice events?",1,1139,-1,-1,-1
1,"What is your main interest like Music or Sports and which is your preferred place, where I will have to search for?",2,1139,-1,-1,-1
0,Music is my selection and please search for the events in LAX.,3,1139,-1,-1,-1
1,Got 1 that is Bill Callahan which takes place at Lodge Room.,4,1139,-1,-1,-1
0,Search for something else.,7,1139,-1,-1,-1
1,How about an event like Girl In Red at The Teragram Ballroom?,4,1139,-1,-1,-1
0,What kind of event is this and let me know the starting time?,5,1139,-1,-1,-1
1,This is Pop type and which will start at 7 pm.,6,1139,-1,-1,-1
0,Is there any other event as per my wish?,7,1139,-1,-1,-1
1,"Yes, I think Gloryhammer at 1720(tm) will be okay for you.",4,1139,-1,-1,-1
0,"Yes, that is okay and I would like to know the dates for this event.",10,1139,-1,-1,-1
1,The Event Gloryhammer at 1720(tm) will takes place on today. Will that work for you?,4,1139,-1,-1,-1
0,"Hope so, before please get the details about starting time and location where the event will take place.",5,1139,-1,-1,-1
1,The event will be at 1720 East 16th Street and starts at 5 pm.,6,1139,-1,-1,-1
0,That will be a good one.,16,1139,-1,-1,-1
1,Any more help you need?,23,1139,-1,-1,-1
0,"Yes, I need you to book three tickets for this event.",27,1139,-1,-1,-1
1,Please confirm to book 3 tickets to the event Gloryhammer in Los Angeles for today.,11,1139,-1,-1,-1
0,"Yes, that is confirmed.",20,1139,-1,-1,-1
1,Your booking was successfully made.,21,1139,-1,-1,-1
0,Thanks for your help,22,1139,-1,-1,-1
1,Anything else you need from me?,23,1139,-1,-1,-1
0,"No, that's enough and thanks.",24,1139,-1,-1,-1
1,Have a good day.,15,1139,-1,-1,-1
0,Could you please help me in finding some songs? There are some really good songs in album The Gaza Don.,27,650,-1,-1,-1
1,Would you like to listen to Summer Time by Vybz Kartel from the album The Gaza Don?,4,650,-1,-1,-1
0,What other options do you have? There are really good songs in album Expectations. I like Pop songs.,8,650,-1,-1,-1
1,Are you interested in Curious by Hayley Kiyoko from album Expectations?,4,650,-1,-1,-1
0,Are there any other options? I like songs by Hayley Kiyoko.,8,650,-1,-1,-1
1,I have found 3 songs that you may like. Would you like to listen to Let it be by Hayley Kiyoko from album Expectations?,9,650,-1,-1,-1
0,That would be really great. Can you play it on my kitchen?,25,650,-1,-1,-1
1,So you want to listen Let it be on Kitchen speaker?,11,650,-1,-1,-1
0,Yes. That is absolutely correct.,20,650,-1,-1,-1
1,The song has started.,21,650,-1,-1,-1
0,Thank you. That's all I needed at this moment.,14,650,-1,-1,-1
1,Have a nice day.,15,650,-1,-1,-1
0,"Hello, any Music events coming up shortly?",27,1063,-1,-1,-1
1,In which city you are looking for the event?,2,1063,-1,-1,-1
0,"Do you have any events coming up in Vancouver, BC?",3,1063,-1,-1,-1
1,"Just give me a minute... I will search for you.... Hey! there are 7 events coming up and one of them, Beach Boys is to be held at PNE Amphitheatre.",9,1063,-1,-1,-1
0,Oh! Is it so!! But... Please can you suggest something else? I prefer Blues events and it would be good if anything comes up on day after tomorrow.,8,1063,-1,-1,-1
1,Okay! You have got 1 event taking place at PNE Amphitheatre and the event name is Colin James. Would you prefer to attend this event?,9,1063,-1,-1,-1
0,Yup! Sounds good.,16,1063,-1,-1,-1
1,Can I buy tickets for this event?,17,1063,-1,-1,-1
0,Yup! Sure... Please go ahead...,29,1063,-1,-1,-1
1,For how many people you want to buy tickets?,2,1063,-1,-1,-1
0,Please give me three tickets.,3,1063,-1,-1,-1
1,"Okay! Here is your purchase details - You would like to buy 3 tickets for the event Colin James taking place in Vancouver, day after tomorrow, right?",11,1063,-1,-1,-1
0,Yup! that's nice.,20,1063,-1,-1,-1
1,Alright! Your reservation is successful,21,1063,-1,-1,-1
0,Thanks much for your time in getting me tickets for a good event.,14,1063,-1,-1,-1
1,Have a wonderful day.,15,1063,-1,-1,-1
0,I want to go to a restaurant on March 2nd. Can you make a reservation?,27,369,-1,-1,-1
1,"Tell me your desired restaurant, city and time",2,369,-1,-1,-1
0,A reservation for two at All Spice in San Mateo at afternoon 1:30,3,369,-1,-1,-1
1,So you want a table for 2 for tomorrow 1:30 pm at All Spice in San Mateo. Is it correct?,11,369,-1,-1,-1
0,Yes. Can you get me a number to contact them?,12,369,-1,-1,-1
1,It is 650-627-4303. Your reservation has been confirmed.,13,369,-1,-1,-1
0,That is enough. Thanks a million.,14,369,-1,-1,-1
1,You're welcome. Good bye.,15,369,-1,-1,-1
0,"I'm looking for some Pop songs, help me out.",27,859,-1,-1,-1
1,Have you considered Adorn by Miguel from the album Kaleidoscope Dream?,4,859,-1,-1,-1
0,"Do you have anything else, how about Dancehall songs, I think I would prefer that?",8,859,-1,-1,-1
1,There's 1 song you might enjoy. How about Summer Time by Vybz Kartel from the album The Gaza Don?,9,859,-1,-1,-1
0,"Yeah, I like that, play it for me.",10,859,-1,-1,-1
1,"You'd like me to play Summer Time on the TV, is that correct?",11,859,-1,-1,-1
0,"Yeah, please do.",20,859,-1,-1,-1
1,I've started playing it.,21,859,-1,-1,-1
0,"Thanks, that's all I need help with.",14,859,-1,-1,-1
1,Enjoy the rest of your day.,15,859,-1,-1,-1
0,I'd like to hear some songs.,1,855,-1,-1,-1
1,What are your thoughts on Raging by Kygo from their album Cloud Nine?,4,855,-1,-1,-1
0,That sounds good. Please play it on the speaker in kitchen.,25,855,-1,-1,-1
1,"Just to make sure, I will play Raging on the kitchen speaker.",11,855,-1,-1,-1
0,Never mind that. Please play it on my bedroom speaker.,19,855,-1,-1,-1
1,"Okay. So, you want to play Raging on the bedroom speaker.",11,855,-1,-1,-1
0,That's right. Go ahead.,20,855,-1,-1,-1
1,I just started playing the song.,21,855,-1,-1,-1
0,What genre is this music?,5,855,-1,-1,-1
1,It's called a Downtempo song.,6,855,-1,-1,-1
0,"Oh, okay. Thanks. That's all.",14,855,-1,-1,-1
1,Have a great day!,15,855,-1,-1,-1
0,Can you search for an event?,1,1180,-1,-1,-1
1,What event are you interested in?,2,1180,-1,-1,-1
0,I'm looking for a Music event.,3,1180,-1,-1,-1
1,In which city are you located?,2,1180,-1,-1,-1
0,I will be in New York City.,3,1180,-1,-1,-1
1,There is 10 events. There is Amber Run Brooklyn at Warsaw.,9,1180,-1,-1,-1
0,Is there any other Pop events?,8,1180,-1,-1,-1
1,"There is 3, Jojo Siwa at Forest Hills Stadium.",9,1180,-1,-1,-1
0,Can you find something else please?,7,1180,-1,-1,-1
1,There is Madonna at BAM Howard Gilman Opera House.,4,1180,-1,-1,-1
0,Where does it start and where is the venue located?,5,1180,-1,-1,-1
1,"It starts at 6 pm and it's located at the Peter Jay Sharp Building, 30 Lafayette Avenue, Brooklyn.",6,1180,-1,-1,-1
0,That is good I'm interested.,10,1180,-1,-1,-1
1,"There is 4 days, the day after tomorrow for Madonna at BAM Howard Gilman Opera House.",9,1180,-1,-1,-1
0,When does the event start?,5,1180,-1,-1,-1
1,The event starts at 6 pm.,6,1180,-1,-1,-1
0,Is the event on other days?,7,1180,-1,-1,-1
1,Madonna is at BAM howard Gilman opera house on next Wednesday.,4,1180,-1,-1,-1
0,What about other dates?,7,1180,-1,-1,-1
1,Madonna March 10th at the BAM howard Gilman opera house.,4,1180,-1,-1,-1
0,I would like to purchase three tickets.,25,1180,-1,-1,-1
1,3 tickets for Madonna on March 10th in New York.,11,1180,-1,-1,-1
0,"Yes, that is good for me.",20,1180,-1,-1,-1
1,Your ticket has been purchased.,21,1180,-1,-1,-1
0,At what time does the event start?,5,1180,-1,-1,-1
1,It's starts at 7:30 pm.,6,1180,-1,-1,-1
0,Thank you for your assistance.,22,1180,-1,-1,-1
1,Can I help with anything else?,23,1180,-1,-1,-1
0,"No, that is all. Thank you.",24,1180,-1,-1,-1
1,Have a good day.,15,1180,-1,-1,-1
0,"I am bored, I am looking for some interesting event to go to.",1,1280,-1,-1,-1
1,"Do you wish to go to a Music, Sports, or which type of event? Where do you want it to be?",2,1280,-1,-1,-1
0,If possible a Sports event happening in San Francisco.,3,1280,-1,-1,-1
1,There are 8 events that match your criteria. There is an event at Oracle Park it is Giants Vs Brewers.,9,1280,-1,-1,-1
0,"That sounds interesting, what are the dates?",10,1280,-1,-1,-1
1,"Giants Vs Brewers at Oracle Park. There are 3 possible days, one date is on next Friday.",9,1280,-1,-1,-1
0,What is the address?,5,1280,-1,-1,-1
1,It is taking place at 24 Willie Mays Plaza.,6,1280,-1,-1,-1
0,What are the other dates of the event?,7,1280,-1,-1,-1
1,There is another date on March 9th for Giants Vs Brewers at Oracle Park.,4,1280,-1,-1,-1
0,That sounds great. I would like to buy some tickets.,10,1280,-1,-1,-1
1,How many tickets do you want?,2,1280,-1,-1,-1
0,"I'm going alone, just one ticket.",3,1280,-1,-1,-1
1,Please confirm: 1 ticket for Giants Vs Brewers on March 9th in San Francisco.,11,1280,-1,-1,-1
0,"That is correct, what is the address again?",12,1280,-1,-1,-1
1,The ticket has been booked. The address is 24 Willie Mays Plaza.,13,1280,-1,-1,-1
0,Thanks a lot.,22,1280,-1,-1,-1
1,Is there anything else I can help with?,23,1280,-1,-1,-1
0,"No, that would be all.",24,1280,-1,-1,-1
1,Have a great day.,15,1280,-1,-1,-1
0,I want to make a reservation at a restaurant called Dong Que.,27,333,-1,-1,-1
1,Where is the restaurant?,2,333,-1,-1,-1
0,It's in San Jose.,3,333,-1,-1,-1
1,What time do you want the reservation for?,2,333,-1,-1,-1
0,You make make the reservation for twelve pm.,3,333,-1,-1,-1
1,"Please confirm the following details: You are booking a table at Dong Que Restaurant in San Jose today, for a reservation at 12 pm for 2 people.",11,333,-1,-1,-1
0,"Yes, that works for me.",20,333,-1,-1,-1
1,"Great, your reservation has been placed.",21,333,-1,-1,-1
0,Thank you very much.,22,333,-1,-1,-1
1,Is there anything else I can help you with?,23,333,-1,-1,-1
0,"No, thank you very much.",24,333,-1,-1,-1
1,Have a good day.,15,333,-1,-1,-1
0,Can you play a Pop song?,27,751,-1,-1,-1
1,"There are 10 songs, would you like Adorn by Miguel from the album Kaleidoscope Dream?",9,751,-1,-1,-1
0,What other option do you have?,8,751,-1,-1,-1
1,There is African Beauty by Diamond Platnumz from the album A Boy From Tandale.,4,751,-1,-1,-1
0,What other song is there?,7,751,-1,-1,-1
1,There is Aftertaste by Shawn Mendes from the album Handwritten.,4,751,-1,-1,-1
0,"Yes, play that song.",10,751,-1,-1,-1
1,Do you want me to play it on Aftertaste TV?,11,751,-1,-1,-1
0,"No, play it on the kitchen device please.",19,751,-1,-1,-1
1,You want me to play Aftertaste on the kitchen speaker?,11,751,-1,-1,-1
0,"No, in my bedroom speaker.",19,751,-1,-1,-1
1,Aftertaste will play in your bedroom speaker.,11,751,-1,-1,-1
0,"Yes, that is correct.",20,751,-1,-1,-1
1,Started playing the song.,21,751,-1,-1,-1
0,"Thank you, that is all I needed.",14,751,-1,-1,-1
1,Have a good day.,15,751,-1,-1,-1
0,Can you recommend me some song? I'd like Pop songs from any album.,27,605,-1,-1,-1
1,"How about Miguel's Adorn, in the album Kaleidoscope Dream?",4,605,-1,-1,-1
0,Any other recommendations? I'm fine with any singer.,8,605,-1,-1,-1
1,I have 9 recommendations for you. How about African Beauty by Diamond Platnumz? It's from the album A Boy From Tandale.,9,605,-1,-1,-1
0,Sounds great. Please play the song on the speaker in kitchen.,25,605,-1,-1,-1
1,So you'd like me to play African Beauty on kitchen speaker?,11,605,-1,-1,-1
0,"Yes, please.",20,605,-1,-1,-1
1,The song has begun.,21,605,-1,-1,-1
0,Thanks.,22,605,-1,-1,-1
1,Is there anything else I can help you with?,23,605,-1,-1,-1
0,"No, thanks.",24,605,-1,-1,-1
1,Have a nice day.,15,605,-1,-1,-1
0,I do not want to step into the kitchen today. Can you recommend somewhere nice to eat out?,1,141,-1,-1,-1
1,Are you in the mood for Indian or Mexican? Which city would you like me to look in?,2,141,-1,-1,-1
0,I am in San Francisco. Burmese found seems appealing to me now.,3,141,-1,-1,-1
1,There are 5 such restaurants in San Francisco. B Star would be an excellent choice.,9,141,-1,-1,-1
0,Where is it located? Does it cost a lot?,5,141,-1,-1,-1
1,The cost is moderate. It is located at 127 Clement Street.,6,141,-1,-1,-1
0,Is there anything else you might recommend?,7,141,-1,-1,-1
1,Burma Love is also an excellent restaurant in San Francisco.,4,141,-1,-1,-1
0,That would be fine.,16,141,-1,-1,-1
1,Should I go ahead and book a table?,17,141,-1,-1,-1
0,"Yes, I want a reservation.",29,141,-1,-1,-1
1,For what time?,2,141,-1,-1,-1
0,7 pm on Thursday next week.,3,141,-1,-1,-1
1,I would like to confirm the following information: reservation for 2 for 7 pm next Thursday at Burma Love in San Francisco.,11,141,-1,-1,-1
0,I want a reservation for 4 persons.,19,141,-1,-1,-1
1,I would like to confirm the following: table for 4 at Burma Love.,11,141,-1,-1,-1
0,That's would be excellent.,20,141,-1,-1,-1
1,I have made the reservation.,21,141,-1,-1,-1
0,"I almost forgot to ask, but where is the restaurant located?",5,141,-1,-1,-1
1,It is on 211 Valencia Street.,6,141,-1,-1,-1
0,I appreciate your assistance.,22,141,-1,-1,-1
1,Is there anything else I can help you with?,23,141,-1,-1,-1
0,"No, you have been most helpful already.",24,141,-1,-1,-1
1,Enjoy your day.,15,141,-1,-1,-1
0,Can you tell me a four star restaurant nearby?,1,144,-1,-1,-1
1,What style of restaurant would you like me to find? Which city should I search?,2,144,-1,-1,-1
0,Malaysian in Burlingame would be great.,3,144,-1,-1,-1
1,Coconut Bay Thai Restaurant in a highly rated eatery in Burlingame,4,144,-1,-1,-1
0,What is the contact info? Will there be live music?,5,144,-1,-1,-1
1,The number is 650-558-8268. They do not have live music unfortunately.,6,144,-1,-1,-1
0,That'll work just fine,16,144,-1,-1,-1
1,Would you like to make a reservation?,17,144,-1,-1,-1
0,"Yes please, make a reservation",29,144,-1,-1,-1
1,For what time shall I reserve your table?,2,144,-1,-1,-1
0,I'd like a table at 11 in the morning on the 9th.,3,144,-1,-1,-1
1,"Confirm these details please: Coconut Bay Thai Restaurant in Burlingame at 11 am on march 9th, 2 people.",11,144,-1,-1,-1
0,Yep that works,20,144,-1,-1,-1
1,Reservation successful!,21,144,-1,-1,-1
0,What is the price range and address?,5,144,-1,-1,-1
1,The pricing is moderate and they are located on 1107 Howard Avenue.,6,144,-1,-1,-1
0,"Thanks, that's perfect",14,144,-1,-1,-1
1,Have a nice day and enjoy your reservation.,15,144,-1,-1,-1
0,Hey! Today feeling so tired... Wish to have some food outside in a good restaurant... Can you find me one?,1,29,-1,-1,-1
1,"Yup! What kind of food do you like to have - Chinese, American, Italian etc? Which city you would prefer to have your lunch?",2,29,-1,-1,-1
0,I would love to taste some Seafood in San Mateo. Please find some good hotels.,3,29,-1,-1,-1
1,Please give me a moment. There are 9 restaurants with good rating and the top among them is Andes Cafe San Mateo located in San Mateo. Would you prefer to have your lunch here?,9,29,-1,-1,-1
0,How much they charge? Can I have their street address?,5,29,-1,-1,-1
1,"They are located at 2317 South El Camino Real and their price range is neither costlier nor cheap, but only moderate.",6,29,-1,-1,-1
0,"Yup, that works. Please can you reserve at this restaurant?",10,29,-1,-1,-1
1,Sure! At what time you wish to make your reservation?,2,29,-1,-1,-1
0,Probably at quarter past 1 in the afternoon.,3,29,-1,-1,-1
1,"Okay! Confirm me the details that you wish to book a table at Andes Cafe San Mateo in San Mateo at 1:15 pm by today and the reservation would be for 2 persons, right?",11,29,-1,-1,-1
0,Yup! sounds good. I've a question... Did liquor is provided at this restaurant?,12,29,-1,-1,-1
1,"Nope, they don't serve alcohol. You are all set. Successfully done with your reservation.",13,29,-1,-1,-1
0,Thanks for your time.,22,29,-1,-1,-1
1,Do you wish to know any other information?,23,29,-1,-1,-1
0,"Nope, thanks a lot.",24,29,-1,-1,-1
1,Have a fantastic day.,15,29,-1,-1,-1
0,I would like to go to a restaurant.,1,112,-1,-1,-1
1,What type of food and in which city?,2,112,-1,-1,-1
0,"I want some Indian food, preferable curry. Is there any place in Newark.",3,112,-1,-1,-1
1,There are 4 places available. Biryani Pot in Newark has an excellent cuisine.,9,112,-1,-1,-1
0,That would be fine. I would like you a reservation.,10,112,-1,-1,-1
1,For what time?,2,112,-1,-1,-1
0,I prefer 7:30 in the evening.,3,112,-1,-1,-1
1,I would like to confirm the following: you would like to reserve a table for 2 persons for today at 7:30 pm at the Biryani Pot in Newark.,11,112,-1,-1,-1
0,That sounds like a good plan.,20,112,-1,-1,-1
1,I have made the reservation.,21,112,-1,-1,-1
0,Great. You have been helpful. I do not need anything else.,14,112,-1,-1,-1
1,Enjoy your day.,15,112,-1,-1,-1
0,I just moved to town and need some help finding local events.,1,1284,-1,-1,-1
1,What city are you in? What kind of events are you looking for?,2,1284,-1,-1,-1
0,I'm looking to see if there's any kind of Concert in LA.,3,1284,-1,-1,-1
1,I found Bill Callahan at the Lodge Room.,4,1284,-1,-1,-1
0,Sounds good. What day is it on?,10,1284,-1,-1,-1
1,Bill Callahan will be at the Lodge Room next Friday.,4,1284,-1,-1,-1
0,What's the start time and address?,5,1284,-1,-1,-1
1,"Concert starts at 7 pm, and the address is 104 N. Ave 56, 2nd Floor.",6,1284,-1,-1,-1
0,Sounds good. Can we get 2 tickets?,25,1284,-1,-1,-1
1,Please confirm: 2 tickets for Bill Callahan in Los Angeles for next Friday.,11,1284,-1,-1,-1
0,"Wait, let's just do 1 ticket.",19,1284,-1,-1,-1
1,Please confirm: 1 ticket for next Friday.,11,1284,-1,-1,-1
0,That works.,20,1284,-1,-1,-1
1,Your ticket has been purchased.,21,1284,-1,-1,-1
0,"Thanks, that's all I needed.",14,1284,-1,-1,-1
1,Have a great day.,15,1284,-1,-1,-1
0,Find places to eat please.,1,179,-1,-1,-1
1,Sure. What kind of food? Which city would you prefer I search?,2,179,-1,-1,-1
0,Let's look in Concord. I am thinking Sushi sounds good.,3,179,-1,-1,-1
1,"Sure, one moment. I have located 3 restaurants. May I suggest Benihana's it's located in Concord.",9,179,-1,-1,-1
0,What's the address and phone number please?,5,179,-1,-1,-1
1,Their phone number is 925-827-4220. They are located at 1989 Diamond Boulevard.,6,179,-1,-1,-1
0,Give me other recommendations please.,7,179,-1,-1,-1
1,"How about Kamrai Sushi & Thai Grill, this is a nice restaurant as well located in Concord.",4,179,-1,-1,-1
0,Could you please give me suggestions for other restaurants that are budget friendly please.,8,179,-1,-1,-1
1,"Sure thing. I have found 1 restaurant, Sushi Momoyama located Concord.",9,179,-1,-1,-1
0,Yes that will do. I'll need reservations please.,10,179,-1,-1,-1
1,"Sure, What time is good for you?",2,179,-1,-1,-1
0,How about this evening 4:45 for 1 person please.,3,179,-1,-1,-1
1,One moment. Please confirm: Reservation for 1 at Sushi Momoyama in Concord at 4:45 pm for today. Does this sound correct?,11,179,-1,-1,-1
0,yes. That is right.,20,179,-1,-1,-1
1,Ok. Your reservation is successfully made.,21,179,-1,-1,-1
0,Thanks. your a big help.,22,179,-1,-1,-1
1,"your welcome. will there be anything else, I can assist with?",23,179,-1,-1,-1
0,No. That will be all.,24,179,-1,-1,-1
1,Have a great day.,15,179,-1,-1,-1
0,Please help me find a restaurant.,1,89,-1,-1,-1
1,Please name the city I should search.,2,89,-1,-1,-1
0,I am looking for a restaurant in Petaluma.,3,89,-1,-1,-1
